user,vote,star,date,comments
殇无痕,0,5,2017-01-28,超级赞，这本书
神奇,0,4,2018-01-15,对未来的预测很快就能见分晓
Lin,1,5,2017-01-28,一本脑洞挺大的书，翻了下reference，还是挺扎实的思考。框架层面，人文主义 vs dataism，智人 vs 其他群组，自由 vs 力量，生物科学 vs 其他自然科学，都是很有意思的思考训练。作为一个半只脚踏进科技行业的人，感慨的很呢。
伊卡洛斯,16,5,2017-01-28,内观禅修，以了解内心与世界，从而带来专注、平静及见解。
丁丁日上,0,4,2017-02-08,角度非常独特，站在比人类更高的角度来审视人类的过去、现在和未来。
特质系的念鱼,0,5,2017-01-28,尤瓦尔的书一如既往的好，从人类简史到这个未来简史，都是惊喜，或者说惊艳。他看问题的角度很独特，对一些常见的事情可以给出不一样的思考方向，当然还有深厚的知识积累。可以看出是做了很多的研究，而不是根据刻板印象想当然的叙述一些东西，就这一点就比很多书要好了。另外扎实的知识也为他的论据提供了可靠的数据支撑。可以说看他的书是一种很完美的体验。说到这本书，可是说是打开了我新世界的大门，看的时候分分钟可以想到不同的未来，给我被现在的科幻片或科幻小说禁锢的脑子解了解锁。就像他说的，这本书是希望让我们的视野放宽，他做到了。通过梳理过往和总结现在，打开我受到时代限制的思维。最后感谢尤瓦尔.赫拉利带给我这么好的一本书和一次美好的思维之旅。
jiedaokou,0,4,2017-08-03,与其说是未来简史，不如说是用历史预估未来。虽然很多关于过去和现在的观点都早已经被提出和认可了，但是像这样把它们综合起来看的还是很少。不主动拥抱历史潮流的，等待他们的就是灭亡。想到有生之年还有可能有机会看到人类灭亡的那一天，想想还是有点激动呢。
钟鸣磬,0,5,2017-09-25,毛骨悚然
童孝贤,0,0,2017-01-28,绝望之书|没想到自以为能认清虚无并对很多未来可能性有照面的我，看这本书会如此害怕，我甚至希望我们毁灭于温室效应，也不要被更高级的机器数据或whatever击败-替代。那些未来几种大的可能性（未必会实现），居然一种比一种还要可怕，动物庄园只是其中我们能理解的一款，其它的可怕我们都无法想象。我知这星球已无数次发生此类更替，如同过往，如同我们不懂蝙蝠的感受和鲸的歌曲，有一天不喜欢李白和吠陀经的存在出现，TA们可能不会选择花心思去弄懂，而是直接跃过，将这些东西遗忘和丢弃，如同我们对太多事物所做的那样。我甚至不知那些决定性的trigger是否已早被触碰，如同当下我已经对后生行为不知所措，迟暮鸟语啊，故事不知道会走到哪里。理性上对更高级生命的理解，挡不住感性上被遗弃的恐惧，连自我意识都陷入危机-勉强保住
luoleicn,0,3,2017-05-23,不如人类简史
恒星的灰烬,0,5,2017-06-24,算法，人工智能！人类
黑乎乎一团,1,4,2017-04-25,上一本总结过去，这一本描绘当下，所以体系有些杂乱。没有上一本刷新世界观的感觉，但中后段的人文主义和数据主义结合当下非常受用。总之还是很推荐的。林俊宏的翻译真的很流畅啊！
大鲸,0,4,2017-10-22,人控制的社会还能自己遐想些意义出来，数据控制人的社会活着更没有意义了
风里长天,0,5,2017-09-09,读最后几章对未来的预测让我这个学计科的苦逼程序员隐隐有些小优越感……
cxdfffdks,1,5,2017-01-27,相比人类简史阅读体验稍微差点，不过探讨的更加深入，追本溯源反而更能探究事物发展的“规律”，学习历史的最重要目的就是要摆脱历史的枷锁，获得自由，所以想知道未来如何，就要先了解历史，，所以大部分篇章都是讲历史。赫拉利作为一个经济学家居然把宗教讲了个底朝天，细思极恐；就像恐龙不会理解人类一样，人类也不会理解下一代的物种，而且还极有可能是人类自己创造出来的。但唯数据论让我们这些文科生可如何是好，真不知道未来会走向何方，我们又将以何种方式生活着或者说活着。
小狗狗狗狗狗,0,5,2017-01-27,与人类简史一样，作者总能以难以置信的角度揭示万物的联系
故乡的原风景,1,5,2017-04-27,基督教、伊斯兰教、佛教、道教是宗教，现在的人文主义（从内外体验寻找意义）也是宗教，而未来的科技宗教（运用科技升级心智的神人，人类体验数据化的数据主义）正在走进。
Ping,0,5,2017-04-25,非常赞，一度觉得三观都受影响了，看到最后又被拉回了。非常独特地视角看人类的历史，同时基于同样的逻辑，预测未来。谁都不知道未来怎样，也许读书的意义、开拓视野的意义，在于更加明白这个世界，以及万事万物的因果。
Chelly Li,1,5,2017-01-27,"如果没有在一家AI公司工作，文科生的我一定会觉得这本书在扯淡和开脑洞。但现在的我，会认为这是一本最棒的科幻版启示录。世界正如作者预言般的向前进。

如果打一星的人能明白，你跟着地图导航躲避拥堵，跟着淘宝推荐买日用品，其实都在把运算和决策交回给计算机，你早就踏在了AI 的算盘里，跟着一步步走。计算机不止能下赢顶尖棋手，即使它没有意识，也不代表它一定不会取代人类。"
围城观者,0,4,2017-04-04,有想法，但是未来是非常难预估的。
硬币,0,4,2017-06-14,就是有点啰嗦
须旭,0,4,2017-06-12,非常有趣。
Neo,0,4,2017-07-09,不如人类简史。
从前有座山,1,5,2017-01-27,一切能引起我思考的书，都值得打5星
是不是坏孩子m,1,5,2017-09-06,在过年的假期迫不及待享受起来
念青.,0,3,2017-01-27,如果未来是这样，那我就不去了。
ཏཡུ,0,5,2017-01-26,还是值得一看，作者对未来的推论也只是他个人的理解。看个人理解吧
紀離容,0,0,2017-07-13,寒假杀的书头，趁暑假看完。
thinking,0,5,2017-02-25,把很多事情糅合在一起，讲述生动有趣，这是作者的天才之处。生物只是一种算法。人类就是生物化学的组合。信数据得永生。这些概念让人脑洞大开，值得一次次重读本书，寻找启示。
ChloeZ,0,4,2017-05-24,新科技or黑科技 智人or超人 意识or算法 脑洞很大 却不是天方夜谭
莎莎兔,0,5,2017-02-14,人类简史和未来简史大概是近两年来读过最好看的书了，竟然产生了不舍看完的情绪。一定会读第二遍的，下一次要精读。
鳞,1,5,2017-01-26,赫拉利76年生，有15年禅修经历，其文人类简史，未来简史横跨历史、哲学、宗教、科学、信息科技，实在是当世之罗素
贝塔非,0,3,2017-04-02,感觉是一部被过誉的书。前面部分啰哩啰嗦的叙述了人类文明的发展历程，最后总结出人文主义对当今世界的影响。后面部分就是介绍了当前生命科学与计算机科学的最新研究进展，然后脑洞大开的猜测这些科技对人类未来的影响。作者总是提出一个先入为主的观念，然后罗列一堆事例来佐证其观点，但是这些事例并没有很强的说服性，同样的事例完全可以解读出另外的含义。至于后面部分，对于每天刷科技资讯的人来说实在谈不上新意。还好我知道现在的所谓人工智能本质上就是算各种概率，不然还真信了呢……个人认为只要读一下第七章跟最后一章就可以了。
旺角師姐,0,5,2017-03-05,好一个数据主义
spottedowl,0,4,2017-04-12,延续前作，深化了虚拟建构的概念。阐述了生命算法与数据主义理论，有所启发性。
cindyylxx,0,4,2017-01-26,看完感觉有点绝望。略读第一遍，信息量很大，对我来说算是知识的普及。
梧桐,0,5,2017-02-11,"这位年轻的历史学家自始自终都在讨论人类在历史发展中的变化，人类的认知变化，人类如今的新议题是：延长生命、幸福快乐、化身为神。
基因技术、人工智能等科技的迅速发展将对未来人类带来怎样的改变无法预测，自由主义将受到来自大数据、生物算法等科技的质疑与改变。作者对知识和各种信息的融合能力超强，各种类型知识信手拈来，不断刷新大脑。比前一部人类简史更具有现实意义，却又一脉相承。两部书均可以独立成篇。"
兔子的愿望,0,4,2017-01-26,啃过一点英文版，看过万维钢的7篇解读笔记，个人觉得这本书被高估了，应该不如《人类简史》，期望过高，可能要失望，不过主题倒是蛮有意思，当数据统治人类，自由意志终结。
伊颜伪右卫门,0,3,2017-03-18,书里很多反问都可以作为逻辑上的哲学课题。然而纵观全书，半科普半唠叨。并没有想象中那番惊艳。作者所担心的未来简单说来就是星际穿越和攻壳机动队里的问题，这书有用之处大概就在于让我想起心灵的未来里面的，科技毁了文明，这话了吧。
David,0,4,2017-01-26,主题吸引人
不睡就会死,0,5,2017-03-15,角度新颖，个别解读还是挺有意思的
乔纳森,55,3,2017-01-26,说到底，还是通俗读物。作者有股庸俗气。如果对相关内容有些关注的，会觉得并无新意。重点看看第九章也就行了。
花点子,0,5,2017-12-28,这本书确实给我禁锢的思想松绑了，对于未来，有了更丰富的想象。
zhe,0,4,2017-04-24,以后大家都会带着一个personal assistant机器人吧
小呀小苹果,0,4,2017-01-26,感觉《人类简史》更好，这部我没get。
vivian,168,5,2017-01-25,2017年第五本。算是本年度期待值最高的一本书了吧，但豆瓣上评论目前褒贬不一。我个人是感觉非常赞叹的，一位历史学家写出了一部未来之书。从头到尾思路严谨，赫拉利不像《人类简史》那样乐观了，假设貌似大胆并且让人不想相信，但论证清晰充满洞见。我不想概括具体的内容，因为要“概括”的实在太多！翻译林俊宏依然保持高水准，很多文字优美得让人忍不住读出来。吐槽下中信的装帧和排版，有点失水准。读完这本书后，最近的一个感觉就愈发强烈了，所谓“无知者无畏”，当我学习得越多，我越来越感觉到恐惧，而这种恐惧，也恰恰是我不断去前进的最大动力。
lcl,0,3,2017-01-25,跟《人类简史》没办法比，虽然叫未来简史，其实内容大都还是往事和现在，探讨宗教、哲学、人文、科学的关系和发展，更复杂也更宏大但术语太多，已经远超科普的范围，没有趣味也没意思了。
sisyphealone,0,5,2017-02-26,逻辑论证看起来自成体系，但是，结论真是好恐怖。如果按照作者的逻辑发展下去，不仅人类的未来很凄惨，而且现在活着的人类也都“没有意义”。提出的观点真的是独树一帜，然而分析起来却又觉得句句在理。就是一眼看到观点的反应是居然是这样么？然后看完分析是好像确实是这样啊。
air0218,0,5,2017-03-03,2017第9本
张明明,1,4,2017-01-29,顺便又看了一遍第三次浪潮
鸿博啦～,0,5,2017-01-25,现在与未来之间隔着一层黑布，科学们为了窥见未来，在黑布上扎下小洞，而预测者尽可能多的收集无数小洞的数据，拼出一个接近未来的故事。
kikitong0901,0,3,2017-03-19,看过人类简史的不必看这本书了，一样的论调一样的point。
椪柑,1,2,2017-01-25,叙述很乱啊……怎么会这么高分……
jdxyw,0,4,2017-07-21,看的是英文版，打个四星吧，不知道以后会不会变得跟KK一样烂俗
感谢有你,0,5,2017-02-04,智能 意识 永生 快乐 化身为神  万物互联 2050到底会是什么样 作者为我们打开了想象的大门  数据会把人消灭？那要数据还有什么用
S/Z,0,3,2017-01-25,Very Nietzsche.
!典型苏女士,0,5,2017-05-22,读到1/2之后开始有新意了（相比《人类简史》）。读完之后觉得，被AI统治真的不是很远了😂 而且Ta根本不会在意人类的需求。
Sandy,0,4,2017-07-12,看过人类简史的话会对这本稍稍有点失望 但第三部分还是有很多令人深思的话
跳跃前的深蹲,1,5,2017-05-11,就宗教和自由意志的见解是值得一读的
冷月葬花魂,0,5,2017-01-25,还可以
カレーちゃん,0,4,2017-12-29,好像不是特别深刻，写得比较浅。
佳山,0,4,2017-02-12,人类的历史似乎是一个在不断培养掘墓人的历史。过去是阶级在创造阶级的掘墓人，现在晋升了，创造人类要创造出人工智能这个人类物种的掘墓人了。
光辉的晨星,1,5,2017-03-06,如果你对未来恐惧，你可读一读这本书，读完了就不再恐惧了。因为你今天恐惧的事情，未来一定会发生，而且一定会以一种你难以想象的方式来到你的面前！
lanlan,19,2,2017-01-25,真的好？开头几章实在是 流水。人文主义革命 和 意识的海洋 倒还尚可。但。。。其他。。 在同类算及格线及以下吧
zhangqs008,0,5,2017-04-09,"""人工智能和生物科技即将彻底变革人类社会和经济，甚至我们的身体和心智""——不生活在未来，就将生活在过去。"
滴滴,0,5,2017-01-25,看了一半了，牛逼。
🍋,0,5,2017-07-03,结构清晰，好看到又买回了纸质收藏在家
Carl,1,2,2017-01-25,倒更像一本历史串烧
镜中影,0,5,2017-05-18,读完这本书，发现自己很庆幸当初选择了学计算机
华仔已经被抢注,0,5,2017-07-12,相比前作略散，但想象力丰富，许多概念的抽象非常精彩！
Small//Eight,0,5,2017-08-21,Shame on me...英文版读了一半最终切换到中文读完了。。。
爱米粒,0,3,2017-02-19,对于特别畅销书，总要看看一探究竟，对于书中一些观点并不认同，着重看了第三部分，贫富差距会继续拉大，智能机器会超越人类，人类需要更新心智，需要不断的学习。
CambridgeHuang,0,4,2017-02-10,作者至少精通哲学、历史、心理学。第一二部分对于拥有辩证唯物主义世界观的人很容易接受，也没什么新东西。基本属于快速浏览。历史观部分抨击了下马克思的历史观。感觉作者读过波普尔《历史决定论的贫困》。书当中还夹杂很多心理学的发现。大部分例证、研究在《心理学》第9版里有的。知道这些并没啥用，关键作者会推演，会想象啊…要不然我也出书了，呵呵。第三部分后面提出2种主义才是干货。
xi曦,0,5,2017-02-08,很好的视角
beepee,0,5,2017-01-25,"127分钟，酣畅淋漓，好书。

不老，快乐，神性。

experiencing self & narrating self

科技人本主义与数据主义

认识你自己"
羅素,0,5,2017-11-16,此書在廣州中山圖書館有二十幾本，每次都約滿，約書也好不容易。17年年初出的，現在看來還是看晚了，像這種指路的書，早看早超生。有趣的是，作者gay，素食，瑜伽和內觀禪修。他的《人類簡史》是2016年我覺得最有技術含量的書，《未來簡史》蟬聯冠軍。
sphr,0,1,2017-01-25,啰哩啰嗦不知所云垃圾
-隱含-,0,5,2017-01-25,未来已来，数据为王！
hehuifen,0,4,2017-05-31,还是有很多冲击的观点，比如自由主义，人文主义等👍👍👍
章鱼仙,0,5,2017-08-05,前面半本和人类简史类似，后半部分还挺有意思的。
花生,0,5,2017-03-06,非常美妙的一段阅读体验，应该很少有作者能同时了解足够丰富的现代科技发展事实、熟悉人类发展的历史、拥有大胆充沛的想象力、逻辑清晰的演绎推理。这本书演绎推理出的“人文主义崩塌”、“人类降维到次要价值，退出历史舞台”、“数据和算法统治世界”的可能性真切存在，而且可能正在以我们没有预料的速度正在发生。我又想写长书评了。
[已注销],0,3,2017-02-24,直接看第三部分就好，可能是为了通俗性写得太长了，几乎没有令人眼前一亮的想法
starfire,0,5,2017-01-24,相当于对人类简史最后一章“智人末日”进行了展开论证。角度、格局非常大，论据和论证过程从我的角度来说无可辩驳。
sep,0,5,2017-03-11,细思极恐，人也只是生化算法，不存在自由意志。只要是算法无意识的智能就可能超越人类，接管人类。
风wind,1,5,2017-01-24,和人类简史一样的写作风格，这本书不逊于前。没有想到作者会分析人文主义等意识，“一旦人类对网络也不再能发挥任何重要功能，就会发现自己到头来也不是造物的巅峰。”
主公,1,5,2017-05-04,"跟人类简史想比，这本有点骗钱的意思，没有太多新思想新内容。但是对现代科学与宗教的关系这一方面，解释的还是令人惊艳的。

读完全书才发现，最后几章对自由主义，社会主义，以及全新的价值观科技人文主义和数据主义的讲解还是可以自圆其说的。对于自由主义和社会主义的本质区别，在两种社会下的人的价值观有比较清晰的描述。"
Funes,0,5,2018-01-31,推荐给打算继续活下去、拥抱未来的朋友们。
SamWorks,0,5,2017-11-29,作者归纳问题的框架确实高明
月满衫,0,4,2017-01-24,穿过进化剪刀的智人找到了人本主义的火炬，以个人的自由意志赋予宇宙意义。未来一个世纪，生物是算法成为科学教条，信数据主义得永生、快乐和神性。扪卷问，除了算法，生物还有什么？有意识，意识和智能孰重？从形而上学落地，无意识的超级智能如何影响政经社？少一颗星，为心灵和灵魂留出空间。
不用太认真,0,4,2017-03-25,牛津大学研究预测，到2033年，电话营销员和保险营业员将有99%概率失业。。
AutoMan,1,3,2017-02-28,未来可能就不需要费劲找男女朋友了。也许陪伴你的是一个高级点的智能充气娃娃。
逐梦Susan,1,4,2017-02-04,逻辑思维和朋友推荐，了解人类发展和未来发展……
米饭册册,0,4,2017-01-30,好想知道基督徒读了有何感想
伸长脖子,0,5,2018-01-10,想要快乐和幸福，所以我们需要性和毒药。
Aok,0,5,2017-02-18,作者在第9章提到我们的后代可能有两种发展方向，一种是小部分超人来统治大批无用的人，一种是靠更优的算法来维系人类的生活。但虽然第11章回答了后者，但第10章并没有回答第一个问题，只是提到人的意志可以被任意改写后人文主义不复存在，那需要种什么样的宗教呢？
huyouyou,0,4,2017-05-23,数据主义大神，最后一章好看。#20170523
zhaozhao,0,5,2017-11-02,神书
多多,0,5,2017-02-05,要数据教不要神人
Vins3nt,0,5,2017-05-09,脑洞依然很大，对于后人文主义时代的来临，感觉有点硬科幻了，不过，一切都有可能
+0,0,5,2017-04-10,很多观点都不新鲜，甚至不是原创。但能把各家所长揉在一起，行文流畅，逻辑自洽，轻易把读者侃晕，是为神书。
一娃二娃,0,4,2017-02-08,"3.5星我想到了凯文凯丽额的必然
"
鲁西西sofia,0,4,2017-03-26,图灵在1950年，一篇paper说的事情，到了2016年编成一本书，变成畅销和话题了……还是追随大师的经典吧～Anyway，书里最常出现的“你怎么能肯定……”式问题，让我们对所有的可能性，持一个更开放的态度，去接受和拥抱一切未知。尽管这么多关于人工智能的恐惧，我再图灵的文字中没有看到这种疏离的态度。一个被普世伤害这么多的人，却保持了一个更单纯的心态。我更愿意，像孩子一样，去期待一个美好的世界。
王晓燕,1,5,2017-01-23,新年送给自己的礼物里最喜欢的！               (〜￣▽￣)〜                    
光明,0,4,2017-06-03,看完这种书总是很虚无的
PC,2,3,2017-02-21,"过去是什么, 未来在哪里? 下一个时代, 大家又会信什么呢?"
sundance kid,0,5,2017-12-09,提出观点，论证观点，思考停不下来
kenshin,0,5,2017-01-23,有没有人文数据主义 我信奉数据主义 但作为人类个体略感悲凉
some,0,4,2017-01-23,原来是程序员拯救世界。。。
Fabulous,0,5,2017-12-05,花了两个星期才本这本书啃完。其中观点 论证读后真的有醍醐灌顶之感，虽然作者在最后阐释其观点只是一种猜测 并不是预测，但其中的观点还是引发不少对未来人类生活方式和生产方式的思考。 很是佩服作者的眼界和知识面，了不起
鸿雁,0,5,2017-02-21,自从《人类简史》后就被赫拉利圈粉了，新世纪最喜欢的一个学者。 
苍竹琴声,0,5,2017-02-09,"『人们之所以不愿意改变，是因为害怕未知。而历史唯一不变的事实，就是一切都会改变。』
作者希望用自己的分析和推理给人类松绑，让大家更多的思考当下和未来。
不过我相信针对这本书的分析大部分仍然是给出确定的预言，以及把视野弄窄：人类对不确定性有天然的恐惧，对思考也有天然的排斥。"
文馥懿,0,5,2017-01-30,很喜欢，点到即止。
[已注销],0,3,2017-01-28,"1 生命不可能全盘量化，就如同人文取代不了宗教，科学也无法取代人文。

2 人所研究出来的范式和算法本身就是一种解答，不是唯一解答。人自身就可以变得高度机械化。

3 未来是很光明的，Big data前景很好，data=/=human=/=organizm
"
birds,0,4,2017-03-06,站在人的角度更宏观的看未来
麦麦,0,4,2018-01-25,整本书给我的感觉：在论述上，没有《人类简史》那么严谨，尤其在内容上也和《人类简史》有大量的重复论调。不过换个角度来看，这两本书也有互相补充之处。如果你不了解人工智能或者没看过《人类简史》，这书可以随意看看，但其中观点需要自己思考，重新咀嚼下。
棋子落,0,4,2017-03-15,看豆瓣的评论，我们真的是活在自由人文主义时代……
包子,1,4,2017-07-22,不如第一本。阅读过程中好像很多新的信息。读完其实觉得不过老生常谈，你如果常读科技趋势类书，就会发现这些观点并不新鲜。
端午,0,4,2017-03-21,没有人类简史震撼，对未来和未知的预测任何书都差那么一点。
Emmanuel,0,5,2017-01-22,如果自由意志只是幻觉 个人对自身存在的意义又将如何理解 Is data the ultimate purpose to serve？
叮叮和柠檬,0,0,2017-06-01,有点天马行空，不知所云了。
李的梯,0,5,2017-05-01,让你看清，让你思考，让你醍醐灌顶，让你不寒而栗。作者太可怕了，他可能是这个星球上最懂人类的人。上一本写了人类漫长的历史，这一本写智人的现在与未来。（而且那么了解gay，比如乔治克鲁尼那个例子2333）我的三观又碎了一次！
Filter,0,4,2017-06-25,值得一读，作者的很多观点耳目一新，但号召所有人上传数据给大公司使用，很难不让人怀疑作者的私心
魏先生你好哇,0,4,2017-01-22,刚开始也是觉得对未来具体细节描述不够。，但未来终究是难以预测的。即使是简史作者也讲述了不少的篇幅。也许这本书的目的在于告诉我们，我们以前所相信的终究如浮尘般消散。我们该做些什么？思考什么？这样的问题现在解答不了，以后也许可以。
Moliyaty,5,2,2017-01-22,完全过誉了，真的就是开脑洞而已
iGolf 张晓明 10,1,5,2017-01-22,在48小时之内，我看完了《西部世界》和这部《未来简史》你猜一下哪个更像是科幻小说？
｛已注销｝,0,5,2017-07-06,这书应该改名叫《人文主义的灭亡》。只是那样的话销量应该会大减...
瑶琴,0,3,2017-01-21,扯了太多犊子，50页能说完的东西活生生说了350页。试图用了太多事例去佐证自己并不多的观点
呼啸的风,0,5,2017-05-27,且活且珍惜，我们可能是最后几代智人了
scallop,0,5,2017-05-25,如果打五颗星，是不是会显得逼格高一些呢
BYP,0,5,2017-01-21,服！ 论证逻辑清晰有力
土皮,0,5,2017-02-09,几乎是全程跪着读完这本书，赫拉利是个打通知识任督二脉的天才，这点在他的上一本人类简史中我已经领教到了，他渊博的知识广度能让他自由的游走在历史，地理，物理，文化，哲学，科技等等领域，在这本书里他也在自我的知识更新与迭代，甚至染指了医学，认知心理学，人工智能等等领域。开篇就只指圣经中的天启四骑士，大手一挥，干掉了上帝，文中解构了宗教，进入了哲学的最核心本质的讨论，从而得出了超级宏大的历史观及宇宙观，毫无夸张的说，他，预见了未来。读完全身都在颤栗，经久不息。
异乡异客,0,5,2017-03-27,这本书里，作者回溯了人类思想的发展，展望了人工智能和数据主义的未来，诚如作者所述这不是预言，这只是一种可能，但我们抬起头放眼望去，世界大不同。这虽然不是一本科幻小说，但脑洞大开，非常有趣，值得一读。一切不过是算法，生命不过是数据流；智能和意识脱钩；没有意识的智能优于有意识的智能。
V. Fantagia,1,3,2017-02-28,"预计评分稳定后会在7.8左右，目前的8.6分（1837人）份绝对虚高。没有人类简史写得好，观点也有很多重复的地方。叙述人文主义的内容多于对未来的展望，严重脱离书名。此外，书中的举例有时就像高考作文议论文的举例那样牵强附会，过于为陈述自己观点而服务，不够客观中立。
主要内容大致就是：1、什么让人与动物变得不同？【此部分与人类简史一书一脉相承】 2、人文主义对人类的影响【此部分内容太过于絮絮叨叨且无意义】3、人类的心智问题【没有像其他心理学书籍那样深入】 4、数据主义的诞生，会不会让其他、比如说更高级别的超级人种（包括但不限于人工智能）取代现有的智人？【现代社会对科技发展的担忧】"
开源河,0,3,2017-01-21,感觉有点跳大神
虾米海大晕头,0,4,2017-04-03,從數據的角度去解讀整個歷史的思路有意思，讓人覺得非常認同。我覺得我要被他說服去當一個數據主義者了都。
阿宝,0,5,2017-01-20,Quite inspiring 
莫问前程路,0,4,2017-03-26,人类简史的续集，思路基本相同，未来简史更多的是预测未来智人的发展。看书期间又恰逢两会，突然发现作者对历史的见解与我党的思路有不少共同点，对历史大势的把握可谓殊途同归啊。至于对未来，慢慢可能不在人类的掌控之下了，但我们毕竟活在当下，那就好好把握当下吧。
他国哈市地方官,0,5,2017-01-20,未看先赞。有的书是能够给人打开一个观察世界窗口的，作者的《人类简史》做到了，相信《未来简史》也不会差。这就像乔布斯评论电脑界面由文字转变为图形时说的:好像拂去了一层蒙在世界上的迷雾，整个视野清晰了。
blithe,0,5,2017-01-20,2017读完的第一本英文书
亲爱的小土豆,0,5,2017-04-03,结尾糟烂，为了证明自己跳出了峰端效应给五星
卜🌀羽,0,4,2017-03-06,观点暂且不论，有许多实验案例可供参考~
chinabluesun,0,5,2017-08-01,中信总部书店蹭读第二本。有历史学训练的良好功底，论断与论据结合紧密巧妙，回顾历史部分精彩精到。不同的观念认识水平与人类社会的不同发展阶段相互契合，人文主义在促成人类近百年发展的同时也面临着新科技带来的可能是摧毁性的挑战与打击。甚至人类社会本身也可能因为新科技而带来颠覆变化。
Lee,0,3,2017-06-27,一般
ZEUERO,0,4,2017-03-08,又被刷三观了。
阿呜乖乖睡觉,0,4,2017-07-17,毁三观，哈哈哈哈
J,0,5,2017-05-09,警惕算法和数据主义
思思李,1,3,2017-04-04,"罗胖推荐，难懂，先听再决定啃不啃
20170507对于大脑左右脑构造感到很有意思！"
Echo,12,5,2017-01-23,主题是未来简史，讲述的是跨越的哲学。身为智人的我们，反应模式携带着原始遗存，生活在人文主义的当下，目睹科技正在扭转翻腾形塑着世界的未来和人类本身。面对如此强大的基因工程、人工智能、数据、算法，即便了解了整个宇宙，对于我们的未来却比以往任何时候都更加迷茫。正如文末作者说我们无法真正预测未来，但可以确定人类追求幸福快乐和永生的道路与毁灭仅一步之遥。不得不承认这是一个算法的世界，毕竟连宇宙的毁灭我们也算出来了。
dd,0,5,2017-03-07,那些嗤之以鼻者，能用逻辑推翻作者么？
脑下垂,0,4,2017-02-10,There's nothing you don't already know. He just takes it a level deeper in the final chapters. 
柳龙飞舞,0,5,2017-07-28,思路奇特，不论观点是否正确，但是所有感受都是算法这个观点我喜欢。包括人类意识是否真正存在，还是仅仅只是算法，人工智能最后会进化出意识吗？
背多分耶,0,5,2017-01-19,这种逻辑上的推测，的确是一些我们该思考的问题
Jialing,0,4,2017-02-01,从传统宗教到人文主义再到数据主义，未来200年将会诞生新的哲学，不论是科技主义还是未来主义，人的地位将继续下降，社会阶级和秩序甚至国家职能都会有翻天覆地的变化。
tin,0,3,2017-04-04,"材料很多，论证太扯。
加强版北京的哥。"
joctor,0,4,2017-03-31,未来，算法主宰世界吗？隐私是个真命题还是假命题？
Ellann,0,5,2017-08-22,人类也许终将成为数据的载体，历史的那一小波涟漪。
痕·迹,0,4,2017-02-22,前五六章都是在重复啰嗦上一本书《人类简史》的观点（为了拼凑新书吗？），所以可以直接从第七章看。
Klemens,0,5,2017-01-25,再見吧自由意志。
商夏,1,3,2017-03-07,这书比作者上一部作品差远了。
X.Dobbin,1,0,2017-03-20,17.3.20完结。前七章全是《人类简史》的内容，后四章内容新颖但逻辑空洞。作者像个疯疯癫癫的传教士。过誉。
孤独的海怪,1,4,2017-01-19,得到APP买了听的书，脑洞挺大的，很多想法挺有意思。但感觉对自己没啥implication，这就是无能为力感？——不对还是有一点点implication的，关于“想象共同体”，可能可以不要在意那么多外物了，想想反正都是意识幻想出来的。
蒙马特的白,0,3,2017-05-27,非常失望，作者很多观点都很偏激
དགོད་སློང་མཁན།,0,4,2017-05-28,提出了很多我没听过的观点。
藤椒鸡排,0,4,2017-02-26,不如第一本！
静深,0,3,2017-02-28,前两部分智人征服世界和智人为世界赋予意义延续人类简史，可以略读。第三部分智人失去控制可读，简而言之从人文主义到数据主义。
Python,0,5,2017-03-12,"诚如作者在最后提出的三个问题，需要一直保持思考。
1.生物真的只是算法，而生命也真的只是数据处理吗？
2.智能和意识，究竟哪一个才更有价值？
3.等到无意识但具备高度智能的算法比我们更了解我们自己时，社会、政治和日常生活将会有什么变化？"
十口青草桑,0,5,2017-05-16,明显没有人类简史经典，但是毕竟是对一个现在趋势的未来遐想。里面充满了段子所以有些零散，但有不少新见解，比如说罗密欧与朱丽叶的家丑渊源真的可以用电疗手法消除记忆，但是技术只能粗暴的改变结果不能改变复杂的人伦关系。而未来绝对是一个网络的世界，每个人都是在数据流里的一环，抽象宏观的就是被互联网这个大网网络住的一切。
柴郡Ｃａｔ,0,3,2017-05-26,感觉书中三分之二的篇幅都可以放在人类简史中，很多东西太拖沓了，关键地方又解释不足，很费解，想明白了又觉得很正确。
alone-complex,0,4,2018-01-21,中间废话比较多，最后一部分比较有趣，从信息论的角度来研究社会和经济确实听上去还挺好玩。当然，很大程度上就是讲了个不需考证的科幻故事。
MKKMKK,0,5,2017-09-10,视角独特 很有启发
风滚草,0,5,2017-08-23,从神权中心——人文主义中心——数据主义中心，解构了自我和自由。人类作为一个系统是有价值的，作为单个人却没什么价值。
Costello,2,3,2017-01-18,没多牛逼～～也许对于普遍大众来看是一场哲思和思辨的过程～～但对于爱看哲学的人来说观点就过分简陋了～～
Ky有钦定的感觉,0,5,2017-11-28,在过去，相同的科技革命产生了不同的资本主义国家、社会主义国家，甚至法西斯国家；未来的科技变革可能产生极度集中式的信息处理模式也可能是更加分散的信息处理模式。预测不是为了预言，预测经过讨论可以改变未来。
周小妹,0,5,2017-02-04,烧脑 速速浏览一遍 仍需再精读
阿泽,0,5,2017-03-01,和《人类简史》重复的太多了
蓝,1,5,2017-02-20,想到看到50年。非常非常棒，你真的可以看到50年之后
葛大爷,0,0,2017-07-16,有点人类简史的影子，有点天马行空
